Organisation Code;Organisation Name;All Procedures - Total HES Procedures;All Procedures - Total Pre-Op Qs;All Procedures - Participation Rate;All Procedures - Total Linked;All Procedures - Linkage rate;All Procedures - Total Q2s sent to date;All Procedures - Issue rate;All Procedures - Total Q2s returned to date;All Procedures - Response rate;Hip Replacement - Total HES Procedures;Hip Replacement - Total Pre-Op Qs;Hip Replacement - Participation Rate;Hip Replacement - Total Linked;Hip Replacement - Linkage rate;Hip Replacement - Total Q2s sent to date;Hip Replacement - Issue rate;Hip Replacement - Total Q2s returned to date;Hip Replacement - Response rate;Primary Hip Replacement - Total HES Procedures;Primary Hip Replacement - Total Pre-Op Qs;Primary Hip Replacement - Participation Rate;Primary Hip Replacement - Total Linked;Primary Hip Replacement - Linkage rate;Primary Hip Replacement - Total Q2s sent to date;Primary Hip Replacement - Issue rate;Primary Hip Replacement - Total Q2s returned to date;Primary Hip Replacement - Response rate;Revision Hip Replacement - Total HES Procedures;Revision Hip Replacement - Total Pre-Op Qs;Revision Hip Replacement - Participation Rate;Revision Hip Replacement - Total Linked;Revision Hip Replacement - Linkage rate;Revision Hip Replacement - Total Q2s sent to date;Revision Hip Replacement - Issue rate;Revision Hip Replacement - Total Q2s returned to date;Revision Hip Replacement - Response rate;Knee Replacement - Total HES Procedures;Knee Replacement - Total Pre-Op Qs;Knee Replacement - Participation Rate;Knee Replacement - Total Linked;Knee Replacement - Linkage rate;Knee Replacement - Total Q2s sent to date;Knee Replacement - Issue rate;Knee Replacement - Total Q2s returned to date;Knee Replacement - Response rate;Primary Knee Replacement - Total HES Procedures;Primary Knee Replacement - Total Pre-Op Qs;Primary Knee Replacement - Participation Rate;Primary Knee Replacement - Total Linked;Primary Knee Replacement - Linkage rate;Primary Knee Replacement - Total Q2s sent to date;Primary Knee Replacement - Issue rate;Primary Knee Replacement - Total Q2s returned to date;Primary Knee Replacement - Response rate;Revision Knee Replacement - Total HES Procedures;Revision Knee Replacement - Total Pre-Op Qs;Revision Knee Replacement - Participation Rate;Revision Knee Replacement - Total Linked;Revision Knee Replacement - Linkage rate;Revision Knee Replacement - Total Q2s sent to date;Revision Knee Replacement - Issue rate;Revision Knee Replacement - Total Q2s returned to date;Revision Knee Replacement - Response rate;CSVYear
RLN;CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST;991;737;0.7436932;478;0.6485753;736;0.9986431;468;0.6358696;440;306;0.6954545;216;0.7058824;306;1;204;0.6666667;406;201;0.4950739;201;1;201;1;157;0.7810945;34;15;0.4411765;15;1;15;1;8;0.5333333;551;431;0.7822142;262;0.6078886;430;0.9976798;264;0.6139535;519;248;0.477842;248;1;247;0.9959677;181;0.7327935;32;14;0.4375;14;1;14;1;9;0.6428571;2018/19
NVC28;CLIFTON PARK HOSPITAL;686;705;10.276.968;575;0.8156028;705;1.0;574;0.8141844;321;283;0.8816199;266;0.9399293;283;1;237;0.8374558;304;251;0.8256579;251;1;251;1;210;0.8366534;17;15;0.8823529;15;1;15;1;12;0.8;365;422;11.561.644;309;0.7322275;422;1;337;0.7985782;350;298;0.8514286;298;1;298;1;240;0.8053691;15;11;0.7333333;11;1;11;1;9;0.8181818;2016/17
NVC28;CLIFTON PARK HOSPITAL;508;479;0.9429134;442;0.9227557;478;0.9979123;405;0.8472803;231;211;0.9134199;193;0.9146919;211;1;178;0.8436019;223;186;0.8340807;186;1;186;1;157;0.844086;8;7;0.875;7;1;7;1;6;0.8571429;277;268;0.967509;249;0.9291045;267;0.9962687;227;0.8501873;258;231;0.8953488;231;1;230;0.995671;199;0.8652174;19;18;0.9473684;18;1;18;1;15;0.8333333;2017/18
NVC28;CLIFTON PARK HOSPITAL;461;416;0.9023861;392;0.9423077;415;0.9975962;350;0.8433735;210;176;0.8380952;171;0.9715909;176;1;143;0.8125;183;148;0.8087432;148;1;148;1;123;0.8310811;27;23;0.8518519;23;1;23;1;17;0.7391304;251;240;0.9561753;221;0.9208333;239;0.9958333;207;0.8661088;234;206;0.8803419;206;1;206;1;181;0.8786408;17;15;0.8823529;15;1;14;0.9333333;13;0.9285714;2018/19
RJR;COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST;317;301;0.9495268;267;0.8870432;286;0.9501661;220;0.7692308;164;159;0.9695122;139;0.8742138;150;0.9433962;111;0.74;*;*;*;*;*;*;*;104;*;*;*;*;*;*;*;*;0;*;153;142;0.9281046;128;0.9014085;136;0.9577465;109;0.8014706;143;119;0.8321678;119;1;116;0.9747899;93;0.8017241;10;9;0.9;9;1;9;1;8;0.8888889;2016/17
RJR;COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST;227;283;1.246.696;195;0.6890459;240;0.8480565;139;0.5791667;122;127;10.409.836;100;0.7874016;109;0.8582677;68;0.6238532;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;105;156;14.857.143;95;0.6089744;131;0.8397436;71;0.5419847;99;*;*;*;*;*;*;*;*;6;*;*;*;*;*;*;*;*;2017/18
RJR;COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST;364;347;0.9532967;298;0.8587896;344;0.9913545;236;0.6860465;184;171;0.9293478;145;0.8479532;169;0.9883041;119;0.704142;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;180;176;0.9777778;153;0.8693182;175;0.9943182;117;0.6685714;172;*;*;*;*;*;*;*;*;8;*;*;*;*;*;*;*;*;2018/19
RXP;COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST;1304;1032;0.791411;793;0.7684109;1031;0.999031;717;0.6954413;582;437;0.7508591;349;0.798627;437;1;310;0.7093822;537;316;0.5884544;316;1;316;1;254;0.8037975;45;33;0.7333333;33;1;33;1;23;0.6969697;722;595;0.8240997;444;0.7462185;594;0.9983193;407;0.6851852;704;431;0.6122159;431;1;431;1;345;0.800464;18;13;0.7222222;13;1;13;1;6;0.4615385;2016/17
RXP;COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST;1077;1156;10.733.519;885;0.7655709;1150;0.9948097;741;0.6443478;467;514;11.006.424;397;0.7723735;511;0.9941634;316;0.6183953;450;384;0.8533333;384;1;384;1;286;0.7447917;17;13;0.7647059;13;1;13;1;5;0.3846154;610;642;1.052.459;488;0.7601246;639;0.9953271;425;0.6651017;575;459;0.7982609;459;1;459;1;359;0.7821351;35;29;0.8285714;29;1;28;0.9655172;19;0.6785714;2017/18
RXP;COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST;1020;1210;11.862.745;894;0.738843;1206;0.9966942;732;0.6069652;476;539;11.323.529;410;0.7606679;535;0.9925788;327;0.611215;440;380;0.8636364;380;1;379;0.9973684;268;0.707124;36;30;0.8333333;30;1;30;1;23;0.7666667;544;671;12.334.559;484;0.7213115;671;1;405;0.6035768;520;467;0.8980769;467;1;467;1;338;0.7237687;24;17;0.7083333;17;1;17;1;12;0.7058824;2018/19
RN7;DARTFORD AND GRAVESHAM NHS TRUST;1008;966;0.9583333;520;0.5383023;858;0.8881988;594;0.6923077;372;333;0.8951613;184;0.5525526;309;0.9279279;210;0.6796117;347;*;*;*;*;*;*;*;*;25;*;*;*;*;*;*;*;*;636;633;0.995283;336;0.5308057;549;0.8672986;384;0.6994536;616;*;*;*;*;*;*;*;*;20;*;*;*;*;*;*;*;*;2016/17
RN7;DARTFORD AND GRAVESHAM NHS TRUST;822;809;0.9841849;233;0.2880099;720;0.8899876;463;0.6430556;284;353;12.429.577;88;0.2492918;307;0.8696884;193;0.6286645;265;*;*;*;*;*;*;*;*;19;*;*;*;*;*;*;*;*;538;456;0.8475836;145;0.3179825;413;0.9057018;270;0.653753;513;*;*;*;*;*;*;*;*;25;*;*;*;*;*;*;*;*;2017/18
RN7;DARTFORD AND GRAVESHAM NHS TRUST;933;349;0.3740622;207;0.5931232;210;0.6017192;80;0.3809524;373;155;0.4155496;82;0.5290323;124;0.8;46;0.3709677;346;82;0.2369942;82;1;79;0.9634146;44;0.556962;27;0;0;0;0;0;0;0;0;560;194;0.3464286;125;0.6443299;86;0.443299;34;0.3953488;538;*;*;*;*;*;*;*;*;22;*;*;*;*;*;*;*;*;2018/19
RP5;DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST;1275;624;0.4894118;527;0.8445513;622;0.9967949;438;0.7041801;604;259;0.4288079;228;0.8803089;259;1;181;0.6988417;549;197;0.3588342;197;1;197;1;149;0.7563452;55;31;0.5636364;31;1;31;1;22;0.7096774;671;365;0.5439642;299;0.8191781;363;0.9945205;257;0.707989;647;282;0.4358578;282;1;281;0.9964539;218;0.7758007;24;17;0.7083333;17;1;17;1;14;0.8235294;2016/17
RP5;DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST;1190;710;0.5966387;583;0.8211268;704;0.9915493;447;0.6349432;545;329;0.6036697;273;0.8297872;325;0.9878419;204;0.6276923;516;253;0.4903101;253;1;253;1;173;0.6837945;29;20;0.6896552;20;1;20;1;13;0.65;645;381;0.5906977;310;0.8136483;379;0.9947507;243;0.6411609;612;286;0.4673203;286;1;285;0.9965035;210;0.7368421;33;24;0.7272727;24;1;23;0.9583333;14;0.6086957;2017/18
RP5;DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST;1155;559;0.4839827;483;0.8640429;552;0.9874776;384;0.6956522;525;256;0.487619;229;0.8945313;254;0.9921875;180;0.7086614;481;204;0.4241164;204;1;203;0.995098;154;0.7586207;44;25;0.5681818;25;1;25;1;18;0.72;630;303;0.4809524;254;0.8382838;298;0.9834983;204;0.6845638;594;240;0.4040404;240;1;238;0.9916667;177;0.7436975;36;14;0.3888889;14;1;13;0.9285714;9;0.6923077;2018/19
NNE02;DORKING GENERAL HOSPITAL;140;0;0.0;0;0.0;0;0.0;0;0.0;78;0;0;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;*;0;0;*;0;0;0;0;0;*;0;*;0;0;0;0;0;0;2016/17
NNE02;DORKING GENERAL HOSPITAL;112;0;0.0;0;0.0;0;0.0;0;0.0;58;0;0;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;*;0;0;*;0;0;0;0;0;*;0;*;0;0;0;0;0;0;2017/18
NNE02;DORKING GENERAL HOSPITAL;119;0;0.0;0;0.0;0;0.0;0;0.0;56;0;0;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;*;0;0;*;0;0;0;0;0;*;0;*;0;0;0;0;0;0;2018/19
RBD;DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST;668;623;0.9326347;558;0.8956661;592;0.9502408;497;0.839527;345;305;0.884058;280;0.9180328;294;0.9639344;252;0.8571429;318;265;0.8333333;265;1;262;0.9886792;230;0.8778626;27;15;0.5555556;15;1;15;1;14;0.9333333;323;318;0.9845201;278;0.8742138;298;0.9371069;245;0.8221477;299;259;0.8662207;259;1;257;0.992278;220;0.8560311;24;19;0.7916667;19;1;19;1;15;0.7894737;2016/17
RBD;DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST;672;627;0.9330357;529;0.8437002;587;0.9362041;465;0.7921635;367;345;0.9400545;286;0.8289855;326;0.9449275;252;0.7730061;335;262;0.7820896;262;1;259;0.9885496;206;0.7953668;32;24;0.75;24;1;24;1;13;0.5416667;305;282;0.9245902;243;0.8617021;261;0.9255319;213;0.816092;287;232;0.8083624;232;1;231;0.9956897;192;0.8311688;18;11;0.6111111;11;1;11;1;9;0.8181818;2017/18
RBD;DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST;593;523;0.8819562;405;0.7743786;473;0.9043977;377;0.7970402;318;268;0.8427673;214;0.7985075;244;0.9104478;192;0.7868852;290;199;0.6862069;199;1;192;0.9648241;157;0.8177083;28;15;0.5357143;15;1;15;1;12;0.8;275;255;0.9272727;191;0.7490196;229;0.8980392;185;0.8078603;256;184;0.71875;184;1;182;0.9891304;156;0.8571429;19;7;0.3684211;7;1;7;1;6;0.8571429;2018/19
NVC04;DUCHY HOSPITAL;869;980;1.127.733;783;0.7989796;973;0.9928571;835;0.8581706;527;511;0.9696395;478;0.9354207;507;0.9921722;439;0.8658777;498;460;0.9236948;460;1;459;0.9978261;406;0.8845316;29;18;0.6206897;18;1;18;1;16;0.8888889;342;469;1.371.345;305;0.6503198;466;0.9936034;396;0.8497854;331;298;0.9003021;298;1;298;1;262;0.8791946;11;7;0.6363636;7;1;7;1;6;0.8571429;2016/17
NVC04;DUCHY HOSPITAL;1074;1088;10.130.354;962;0.8841912;1078;0.9908088;836;0.7755102;557;544;0.9766607;478;0.8786765;539;0.9908088;426;0.7903525;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;517;544;10.522.244;484;0.8897059;539;0.9908088;410;0.7606679;491;465;0.9470468;465;1;464;0.9978495;379;0.8168103;26;19;0.7307692;19;1;19;1;12;0.6315789;2017/18
NVC04;DUCHY HOSPITAL;1107;1090;0.9846432;990;0.9082569;1076;0.987156;819;0.7611524;575;571;0.9930435;526;0.9211909;562;0.9842382;431;0.7669039;553;506;0.915009;506;1;503;0.9940711;406;0.8071571;22;20;0.9090909;20;1;20;1;14;0.7;532;519;0.9755639;464;0.894027;514;0.9903661;388;0.7548638;513;449;0.8752437;449;1;448;0.9977728;358;0.7991071;19;15;0.7894737;15;1;15;1;15;1;2018/19
RWH;EAST AND NORTH HERTFORDSHIRE NHS TRUST;667;598;0.8965517;399;0.6672241;593;0.9916388;397;0.6694772;386;311;0.8056995;230;0.7395498;308;0.9903537;210;0.6818182;321;203;0.6323988;203;1;203;1;146;0.7192118;65;27;0.4153846;27;1;27;1;24;0.8888889;281;287;10.213.523;169;0.5888502;285;0.9930314;187;0.6561404;254;157;0.6181102;157;1;157;1;128;0.8152866;27;12;0.4444444;12;1;12;1;8;0.6666667;2016/17
RWH;EAST AND NORTH HERTFORDSHIRE NHS TRUST;687;796;11.586.608;571;0.7173367;788;0.9899497;470;0.5964467;349;407;11.661.891;313;0.7690418;402;0.987715;246;0.6119403;296;273;0.9222973;273;1;272;0.996337;195;0.7169118;53;40;0.754717;40;1;40;1;25;0.625;338;389;11.508.876;258;0.6632391;386;0.9922879;224;0.5803109;305;242;0.7934426;242;1;242;1;173;0.714876;33;16;0.4848485;16;1;16;1;13;0.8125;2017/18
RWH;EAST AND NORTH HERTFORDSHIRE NHS TRUST;657;574;0.8736682;452;0.7874564;571;0.9947735;374;0.6549912;339;291;0.8584071;232;0.7972509;289;0.9931271;183;0.633218;291;207;0.7113402;207;1;206;0.9951691;146;0.7087379;48;25;0.5208333;25;1;25;1;17;0.68;318;283;0.8899371;220;0.7773852;282;0.9964664;191;0.677305;286;202;0.7062937;202;1;202;1;149;0.7376238;32;18;0.5625;18;1;18;1;14;0.7777778;2018/19
RJN;EAST CHESHIRE NHS TRUST;464;364;0.7844828;146;0.4010989;364;1.0;285;0.782967;210;157;0.747619;69;0.4394904;157;1;129;0.8216561;202;69;0.3415842;69;1;69;1;59;0.8550725;8;0;0;0;0;0;0;0;0;254;207;0.8149606;77;0.3719807;207;1;156;0.7536232;246;*;*;*;*;*;*;*;*;8;*;*;*;*;*;*;*;*;2016/17
RJN;EAST CHESHIRE NHS TRUST;395;349;0.8835443;292;0.8366762;338;0.9684814;253;0.7485207;205;176;0.8585366;146;0.8295455;170;0.9659091;132;0.7764706;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;190;173;0.9105263;146;0.8439306;168;0.9710983;121;0.7202381;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
RJN;EAST CHESHIRE NHS TRUST;394;296;0.751269;261;0.8817568;294;0.9932432;221;0.7517007;191;148;0.7748691;133;0.8986486;148;1;115;0.777027;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;203;148;0.729064;128;0.8648649;146;0.9864865;106;0.7260274;*;*;*;*;*;*;*;*;0.7716535;*;*;*;*;*;*;*;0;*;2018/19
RVV;EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST;1749;1386;0.7924528;1143;0.8246753;1382;0.997114;1034;0.748191;807;616;0.7633209;543;0.8814935;613;0.9951299;451;0.7357259;727;477;0.656121;477;1;477;1;369;0.7735849;80;66;0.825;66;1;65;0.9848485;50;0.7692308;942;770;0.8174098;600;0.7792208;769;0.9987013;583;0.7581274;892;567;0.6356502;567;1;566;0.9982363;466;0.8233216;50;33;0.66;33;1;33;1;23;0.6969697;2016/17
RVV;EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST;1492;1356;0.9088472;998;0.7359882;1340;0.9882006;817;0.6097015;673;599;0.8900446;442;0.7378965;591;0.9866444;353;0.5972927;623;403;0.64687;403;1;399;0.9900744;291;0.7293233;50;39;0.78;39;1;38;0.974359;26;0.6842105;819;757;0.9242979;556;0.7344782;749;0.989432;464;0.6194927;767;511;0.6662321;511;1;508;0.9941292;377;0.742126;52;45;0.8653846;45;1;45;1;26;0.5777778;2017/18
RVV;EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST;1887;1399;0.7413884;986;0.7047891;1395;0.9971408;899;0.6444444;861;628;0.7293844;452;0.7197452;626;0.9968153;399;0.6373802;791;425;0.5372946;425;1;425;1;311;0.7317647;70;27;0.3857143;27;1;27;1;20;0.7407407;1026;771;0.751462;534;0.692607;769;0.997406;500;0.6501951;946;497;0.52537;497;1;496;0.9979879;366;0.7379032;80;37;0.4625;37;1;37;1;26;0.7027027;2018/19
RXR;EAST LANCASHIRE HOSPITALS NHS TRUST;756;786;10.396.825;413;0.5254453;781;0.9936387;518;0.6632522;314;296;0.9426752;166;0.5608108;294;0.9932432;208;0.707483;306;*;*;*;*;*;*;*;*;8;*;*;*;*;*;*;*;*;442;490;11.085.973;247;0.5040816;487;0.9938776;310;0.6365503;434;*;*;*;*;*;*;*;*;8;*;*;*;*;*;*;*;*;2016/17
RXR;EAST LANCASHIRE HOSPITALS NHS TRUST;872;723;0.8291284;391;0.5408022;708;0.9792531;387;0.5466102;350;320;0.9142857;157;0.490625;312;0.975;171;0.5480769;339;*;*;*;*;*;*;*;*;11;*;*;*;*;*;*;*;*;522;403;0.7720307;234;0.5806452;396;0.9826303;216;0.5454545;513;*;*;*;*;*;*;*;*;9;*;*;*;*;*;*;*;*;2017/18
RXR;EAST LANCASHIRE HOSPITALS NHS TRUST;903;629;0.696567;364;0.5786963;618;0.9825119;351;0.5679612;402;307;0.7636816;183;0.5960912;303;0.9869707;178;0.5874587;392;*;*;*;*;*;*;131;*;10;*;*;*;*;*;*;0;*;501;322;0.6427146;181;0.5621118;315;0.9782609;173;0.5492063;484;*;*;*;*;*;*;*;*;17;*;*;*;*;*;*;*;*;2018/19
RDE;EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST;989;261;0.2639029;215;0.8237548;258;0.9885057;189;0.7325581;461;110;0.2386117;93;0.8454545;110;1;79;0.7181818;416;*;*;*;*;*;*;*;*;45;*;*;*;*;*;*;*;*;528;151;0.2859848;122;0.807947;148;0.9801325;110;0.7432432;508;*;*;*;*;*;*;*;*;20;*;*;*;*;*;*;*;*;2016/17
RDE;EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST;843;626;0.742586;445;0.7108626;620;0.9904153;400;0.6451613;406;286;0.7044335;207;0.7237762;282;0.986014;182;0.6453901;368;190;0.5163043;190;1;189;0.9947368;142;0.7513228;38;17;0.4473684;17;1;17;1;13;0.7647059;437;340;0.778032;238;0.7;338;0.9941176;218;0.6449704;402;228;0.5671642;228;1;227;0.995614;181;0.7973568;35;10;0.2857143;10;1;10;1;8;0.8;2017/18
RDE;EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST;1952;1104;0.5655738;838;0.759058;1099;0.995471;740;0.6733394;956;547;0.5721757;438;0.8007313;543;0.9926874;364;0.6703499;891;418;0.4691358;418;1;415;0.992823;314;0.7566265;65;20;0.3076923;20;1;19;0.95;12;0.6315789;996;557;0.5592369;400;0.7181329;556;0.9982047;376;0.676259;952;391;0.4107143;391;1;391;1;306;0.7826087;44;9;0.2045455;9;1;9;1;6;0.6666667;2018/19
RXC;EAST SUSSEX HEALTHCARE NHS TRUST;548;749;13.667.883;286;0.3818425;746;0.9959947;541;0.7252011;216;317;14.675.926;121;0.3817035;315;0.9936909;225;0.7142857;197;115;0.5837563;115;1;115;1;79;0.6869565;19;6;0.3157895;6;1;6;1;6;1;332;432;13.012.048;165;0.3819444;431;0.9976852;316;0.7331787;315;156;0.4952381;156;1;156;1;118;0.7564103;17;9;0.5294118;9;1;9;1;8;0.8888889;2016/17
RXC;EAST SUSSEX HEALTHCARE NHS TRUST;478;611;12.782.427;209;0.3420622;606;0.9918167;397;0.6551155;207;250;12.077.295;89;0.356;247;0.988;172;0.6963563;182;75;0.4120879;75;1;75;1;60;0.8;25;14;0.56;14;1;14;1;12;0.8571429;271;361;13.321.033;120;0.33241;359;0.9944598;225;0.6267409;248;*;*;*;*;*;*;*;*;23;*;*;*;*;*;*;*;*;2017/18
RXC;EAST SUSSEX HEALTHCARE NHS TRUST;519;691;13.314.066;287;0.4153401;686;0.9927641;457;0.6661808;194;301;15.515.464;113;0.3754153;300;0.9966777;199;0.6633333;180;105;0.5833333;105;1;105;1;80;0.7619048;14;8;0.5714286;8;1;8;1;6;0.75;325;390;1.2;174;0.4461538;386;0.9897436;258;0.6683938;302;165;0.5463576;165;1;164;0.9939394;135;0.8231707;23;9;0.3913043;9;1;9;1;6;0.6666667;2018/19
NTPH2;EMERSONS GREEN NHS TREATMENT CENTRE;786;1473;18.740.458;771;0.5234216;1472;0.9993211;1259;0.8552989;381;635;16.666.667;371;0.584252;634;0.9984252;556;0.8769716;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;405;838;20.691.358;400;0.477327;838;1;703;0.8389021;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2016/17
NTPH2;EMERSONS GREEN NHS TREATMENT CENTRE;710;775;10.915.493;691;0.8916129;773;0.9974194;643;0.8318241;287;310;10.801.394;279;0.9;308;0.9935484;261;0.8474026;*;*;*;*;*;*;*;241;*;*;*;*;*;*;*;*;0;*;423;465;10.992.908;412;0.8860215;465;1;382;0.8215054;423;412;0.9739953;412;1;412;1;347;0.842233;0;0;0;0;0;0;0;0;0;2017/18
NTPH2;EMERSONS GREEN NHS TREATMENT CENTRE;879;1012;11.513.083;852;0.8418972;1009;0.9970356;825;0.8176412;411;473;11.508.516;400;0.845666;472;0.9978858;390;0.8262712;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;468;539;11.517.094;452;0.83859;537;0.9962894;435;0.8100559;468;452;0.965812;452;1;451;0.9977876;389;0.8625277;0;0;0;0;0;0;0;0;0;2018/19
England;ENGLAND;169114;153425;0.9072283;116021;0.7562066;148927;0.9706827;112848;0.7577404;80443;69328;0.8618276;55652;0.8027348;67392;0.9720748;51454;0.7635031;74447;52494;0.7051191;52494;1;51720;0.9852555;41977;0.8116203;5996;3158;0.5266845;3158;1;3080;0.9753008;2288;0.7428571;88671;84097;0.9484161;60369;0.7178496;81535;0.9695352;61394;0.7529772;83712;57880;0.6914182;57880;1;56942;0.9837941;46327;0.8135822;4959;2489;0.5019157;2489;1;2439;0.9799116;1795;0.7359574;2016/17
England;ENGLAND;166722;144618;0.86742;109093;0.7543528;137574;0.9512924;96501;0.7014479;76169;65546;0.8605338;50307;0.7675068;62405;0.9520795;44252;0.7091098;70745;47405;0.6700827;47405;1;46024;0.9708681;35867;0.7793108;5424;2902;0.5350295;2902;1;2849;0.9817367;2014;0.7069147;90553;79072;0.8732124;58786;0.743449;75169;0.9506399;52249;0.6950871;85584;56262;0.6573892;56262;1;54471;0.9681668;42351;0.7774963;4969;2524;0.5079493;2524;1;2485;0.9845483;1721;0.6925553;2017/18
England;ENGLAND;175041;150340;0.8588845;117142;0.7791805;139953;0.9309099;97545;0.696984;81130;69500;0.8566498;55029;0.7917842;65066;0.9362014;46172;0.7096179;75567;52200;0.6907777;52200;1;49572;0.9496552;38205;0.7706972;5563;2829;0.5085386;2829;1;2771;0.9794981;1967;0.709852;93911;80840;0.860815;62113;0.7683449;74887;0.9263607;51373;0.6860069;88910;59694;0.671398;59694;1;56059;0.9391061;42668;0.7611267;5001;2419;0.4837033;2419;1;2355;0.9735428;1596;0.677707;2018/19
RVR;EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST;3050;3444;11.291.803;2796;0.8118467;3251;0.9439605;2472;0.7603814;1537;1609;10.468.445;1399;0.8694842;1555;0.9664388;1185;0.7620579;1424;1317;0.9248596;1317;1;1298;0.9855733;1021;0.7865948;113;82;0.7256637;82;1;77;0.9390244;60;0.7792208;1513;1835;12.128.222;1397;0.7613079;1696;0.9242507;1287;0.7588443;1453;1343;0.9242946;1343;1;1300;0.9679821;1035;0.7961538;60;54;0.9;54;1;51;0.9444444;35;0.6862745;2016/17
RVR;EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST;3030;2920;0.9636964;2423;0.8297945;2695;0.9229452;1911;0.7090909;1421;1296;0.9120338;1126;0.8688272;1221;0.9421296;913;0.7477477;1337;1055;0.78908;1055;1;1040;0.985782;794;0.7634615;84;71;0.8452381;71;1;70;0.9859155;49;0.7;1609;1624;10.093.226;1297;0.7986453;1474;0.9076355;998;0.6770692;1529;1244;0.8136037;1244;1;1194;0.9598071;859;0.7194305;80;53;0.6625;53;1;52;0.9811321;29;0.5576923;2017/18
RVR;EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST;2984;3229;10.821.046;2739;0.8482502;3020;0.9352741;1893;0.6268212;1477;1590;10.765.064;1368;0.8603774;1529;0.9616352;987;0.6455199;1374;1279;0.9308588;1279;1;1259;0.9843628;847;0.6727562;103;89;0.8640777;89;1;89;1;60;0.6741573;1507;1639;10.875.912;1371;0.8364857;1491;0.909701;906;0.6076459;1439;1309;0.9096595;1309;1;1213;0.9266616;758;0.6248969;68;62;0.9117647;62;1;61;0.983871;33;0.5409836;2018/19
NVC05;EUXTON HALL HOSPITAL;367;378;10.299.728;316;0.8359788;378;1.0;292;0.7724868;182;180;0.989011;158;0.8777778;180;1;143;0.7944444;182;158;0.8681319;158;1;158;1;128;0.8101266;0;0;0;0;0;0;0;0;0;185;198;10.702.703;158;0.7979798;198;1;149;0.7525253;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2016/17
NVC05;EUXTON HALL HOSPITAL;417;284;0.6810552;255;0.8978873;284;1.0;237;0.834507;181;123;0.679558;109;0.8861789;123;1;100;0.8130081;*;109;*;109;1;109;1;96;0.8807339;*;0;*;0;0;0;0;0;0;236;161;0.6822034;146;0.9068323;161;1;137;0.8509317;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
NVC05;EUXTON HALL HOSPITAL;409;249;0.608802;222;0.8915663;248;0.9959839;199;0.8024194;176;88;0.5;78;0.8863636;88;1;73;0.8295455;*;78;*;78;1;78;1;66;0.8461538;*;0;*;0;0;0;0;0;0;233;161;0.6909871;144;0.8944099;160;0.9937888;126;0.7875;*;144;0.6206897;*;1;144;1;120;0.8333333;*;0;*;0;0;0;0;0;0;2018/19
